,citybike_station,name,address,phone,latitude,longitude,distance,category,price,rating,review_count
831,Rail Trail at Stroud,Yogurty's Froyo,"1309 Main Street W, Hamilton, ON L8S 1C5, Canada",+19055252523,43.2572497825787,-79.9180890818868,423.91576987542277,"Ice Cream & Frozen Yogurt, Desserts",$,3.5,9.0
832,Rail Trail at Stroud,Tally Ho,"1536 Main Street W, Hamilton, ON L8S 1E4, Canada",+19055296043,43.257772597069525,-79.92407840204181,762.5092154132209,"Burgers, Fast Food, Sandwiches",$$,4.0,26.0
833,Rail Trail at Stroud,Paisley,"1020 King Street W, Hamilton, ON L8S 1A1, Canada",+19057778100,43.262259810123,-79.905870365139,1298.5150441882295,Coffee & Tea,$$,3.5,30.0
834,Rail Trail at Stroud,Second Cup,"1004 King Street W, Hamilton, ON L8S 1L1, Canada",+19055404839,43.2624094,-79.9049837,1359.367488374493,Coffee & Tea,$,4.0,11.0
835,Rail Trail at Stroud,Burrito Bandidos,"1028 King Street W, Hamilton, ON L8S 1L5, Canada",+19059729999,43.2617468,-79.9064182,1226.458351726739,Mexican,$,4.0,15.0
836,Rail Trail at Stroud,OneZo Tapioca,"1045 King St W, Unit 1, Hamilton, ON L8S 1L6, Canada",+16479380228,43.2613445636246,-79.9069115146995,1166.4930665729198,Bubble Tea,,4.0,9.0
837,Rail Trail at Stroud,The Arch Noodle House,"1309 Main Street W, Hamilton, ON L8S 1C5, Canada",+19055258088,43.25738,-79.9180499,421.7438502873438,Noodles,,3.0,18.0
838,Rail Trail at Stroud,The Alley,"1050 King Street W, Unit 5, Hamilton, ON L8S 1L5, Canada",+19055225300,43.26164,-79.90714,1186.4127054967587,Bubble Tea,,5.0,4.0
839,,,,,,,,,,,
840,Rail Trail at Stroud,Saigon Asian Restaurant,"1024 King Street W, Hamilton, ON L8S 1L5, Canada",+19055281096,43.2621392,-79.9060133,1242.7754467354005,Vietnamese,$,2.5,38.0
841,Main at Columbia College,Bean Bar,"1012 King Street W, Hamilton, ON L8S 1L4, Canada",+19055242326,43.262284804098,-79.905729861502,447.8837626470321,"Comfort Food, Burgers, Sandwiches",$$,3.5,93.0
842,,,,,,,,,,,
843,Main at Columbia College,Pita Pit,"1056 King Street West, Hamilton, ON L8S 1L7, Canada",+19055297482,43.2614265,-79.9075946,318.6596698361491,Sandwiches,$,5.0,6.0
844,Main at Columbia College,OneZo Tapioca,"1045 King St W, Unit 1, Hamilton, ON L8S 1L6, Canada",+16479380228,43.2613445636246,-79.9069115146995,318.2120877271059,Bubble Tea,,4.0,9.0
845,Main at Columbia College,Pinks,"1335 Main Street W, Hamilton, ON L8S 1C6, Canada",+19053174657,43.25750562,-79.91884597,897.5515300301648,Burgers,$,4.0,20.0
846,Main at Columbia College,Delirious Burger,"1008 King Street W, Unit B, Hamilton, ON L8S 1L4, Canada",+19053931022,43.26243,-79.90546,474.1639066557534,"Canadian (New), Burgers",$,4.5,47.0
847,Main at Columbia College,Paisley,"1020 King Street W, Hamilton, ON L8S 1A1, Canada",+19057778100,43.262259810123,-79.905870365139,441.04043464900303,Coffee & Tea,$$,3.5,30.0
848,Main at Columbia College,Burrito Bandidos,"1028 King Street W, Hamilton, ON L8S 1L5, Canada",+19059729999,43.2617468,-79.9064182,372.3020663211995,Mexican,$,4.0,15.0
849,Main at Columbia College,The Express Italian Eatery,"1034 King Street West, Hamilton, ON L8S 1L8, Canada",+12893892008,43.2617268,-79.9065688,366.5309158366054,Italian,,3.5,17.0
850,Main at Columbia College,The Alley,"1050 King Street W, Unit 5, Hamilton, ON L8S 1L5, Canada",+19055225300,43.26164,-79.90714,352.02521968873026,Bubble Tea,,5.0,4.0
851,Main at Columbia College,Second Cup,"1004 King Street W, Hamilton, ON L8S 1L1, Canada",+19055404839,43.2624094,-79.9049837,490.5997344809795,Coffee & Tea,$,4.0,11.0
852,Main at Columbia College,Rawlicious,"1044 King Street W, Hamilton, ON L8S 1L5, Canada",+12893899997,43.2617583850366,-79.9066768173607,367.5245935139384,Vegan,$$,4.0,5.0
853,Main at Columbia College,Saigon Asian Restaurant,"1024 King Street W, Hamilton, ON L8S 1L5, Canada",+19055281096,43.2621392,-79.9060133,393.23492460578876,Vietnamese,$,2.5,38.0
854,Main at Columbia College,Pho Excellent,"1120 Main Street W, Hamilton, ON L8S 1C1, Canada",+12893890835,43.2582044,-79.9108457,252.27401923512699,"Vietnamese, Thai, Noodles",,5.0,1.0
855,Main at Columbia College,Cupcakes,"1050 King Street W, Hamilton, ON L8S 1L5, Canada",+19053088484,43.26164,-79.90714,351.90849358243355,Bakeries,$$,3.5,11.0
856,Main at Columbia College,The Burnt Tongue,"1019 King St W, Hamilton, ON L8S 1L1, Canada",+12893891172,43.26163,-79.90551,384.24563124325175,"Soup, Sandwiches, Salad",,4.5,2.0
857,Main at Columbia College,Nannaa,"1010 King St W, Hamilton, ON L8S 1L4, Canada",+19057771010,43.2623614811455,-79.9054765328765,463.91262124339465,Persian/Iranian,,3.5,13.0
858,Main at Columbia College,Caribbean Flavah,"1122 Main Street W, Hamilton, ON L8S 1C1, Canada",+12893899990,43.25829,-79.91107,256.72046944967286,"Caribbean, Soul Food",$,3.0,9.0
859,Main at Columbia College,Dragon Court,"988 King Street W, Hamilton, ON L8S 1L1, Canada",+19055221999,43.26264,-79.90469,521.199612508669,Chinese,,2.5,17.0
860,,,,,,,,,,,
861,King Street Dundas,Bangkok Spoon Deluxe,"57 King Street W, Dundas, ON L9H 1T7, Canada",+19056288808,43.26659,-79.9558,190.30355242785697,Thai,$$,4.0,63.0
862,King Street Dundas,Thirsty Cactus Cantina & Grill,"2 King Street E, Dundas, ON L9H 1B8, Canada",+19056278488,43.26592,-79.95353,19.01202852463027,"Mexican, Bars, Music Venues",$$,3.5,49.0
863,King Street Dundas,Quatrefoil Restaurant,"16 Sydenham Street, Hamilton, ON L9H 2T5, Canada",+19056287800,43.26727,-79.95707,296.01953303224514,French,$$$$,4.5,59.0
864,King Street Dundas,India Village,"100 King Street W, Hamilton, ON L9H 1T9, Canada",+19056281314,43.2664559748737,-79.9578530571332,336.5207917316322,Indian,$$,4.5,23.0
865,King Street Dundas,Detour Cafe,"41 King Street W, Dundas, ON L9H 1T7, Canada",+12892388360,43.26653,-79.95534,148.1739000424963,"Coffee & Tea, Breakfast & Brunch, Cafes",$$,4.0,89.0
866,King Street Dundas,Collins Brewhouse,"33 King Street W, Dundas, ON L9H 1T5, Canada",+19056289995,43.266390853115965,-79.95500335276125,112.11001095855349,"Pubs, American (Traditional)",$$,3.5,38.0
867,King Street Dundas,B. Love,"29 King Street W, Hamilton, ON L9H 1T5, Canada",+19058183517,43.2663727,-79.9550171,95.29939447512798,"Live/Raw Food, Breakfast & Brunch",,4.5,10.0
868,King Street Dundas,Jax,"33 King Street W, Hamilton, ON L9H 1T5, Canada",+19056270529,43.2665500253241,-79.9550201558197,121.93996756123184,"Cafes, Breakfast & Brunch, Desserts",$$,4.0,12.0
869,King Street Dundas,French Revolution Bakery & Crêperie,"2 King Street W, Dundas, ON L9H 6Z1, Canada",+19056282335,43.2660812800545,-79.9540854954629,30.22783402194322,Bakeries,$$,4.5,5.0
870,King Street Dundas,Little Asia,"36 King Street E, Dundas, ON L9H 1B8, Canada",+12892388100,43.26567,-79.95219,140.54022500889056,"Vegetarian, Vegan, Thai",,4.5,7.0
871,King Street Dundas,Namu,"186 King Street W, Dundas, ON L9H 1V4, Canada",+12892388738,43.26714,-79.96198,681.1439274815236,Asian Fusion,,4.5,30.0
872,King Street Dundas,The Red Door Cucina,"21 King Street W, Dundas, ON L9H 1T5, Canada",+19056278885,43.2669089905022,-79.9544511989848,120.0363489648177,"Italian, Pizza",,5.0,2.0
873,King Street Dundas,Betula Restaurant,"225 King Street W, Hamilton, ON L9H 1V6, Canada",+12892388500,43.2680239239359,-79.9637059494853,837.9545340218311,"Salad, Burgers, Breakfast & Brunch",,4.5,7.0
874,King Street Dundas,Winchester Arms,"120 King Street W, Dundas, ON L9H 1V2, Canada",+19056278016,43.2666107,-79.9589126,438.15272288936524,Pubs,$$,4.0,12.0
875,King Street Dundas,The Valley Charcoal,"44 King Street W, Dundas, ON L9H 1T7, Canada",+19056280020,43.266188404941,-79.955705864809,160.13905296656705,"Breakfast & Brunch, Steakhouses, Sandwiches",$,3.0,10.0
876,King Street Dundas,Hanma Japanese Foods,"105A King Street W, Dundas, ON L9H 1V1, Canada",+19056273444,43.2668435,-79.9581774,371.5007786630622,"Japanese, Sushi Bars",,5.0,4.0
877,,,,,,,,,,,
878,King Street Dundas,Pizza Pizza,"49 King Street E, Dundas, ON L9H 1A9, Canada",+19055271111,43.265991,-79.950991,223.74864933513027,"Pizza, Italian, Chicken Wings",,1.0,3.0
879,King Street Dundas,Cafe Domestiique,"102 King Street W, Hamilton, ON L9H 1T9, Canada",+14372412453,43.2663,-79.95771,306.73876548215776,Coffee & Tea,,5.0,1.0
880,King Street Dundas,McDonald's,"10 Cootes Drive, Dundas, ON L9H 1A9, Canada",+19056270411,43.2651880468441,-79.9497877025959,332.31654835270723,"Fast Food, Burgers, Coffee & Tea",,1.0,9.0
881,Hunter GO Centre,The Ship,"23 Augusta Street, Hamilton, ON L8N 1P6, Canada",+19055260792,43.25215,-79.87,148.66640110726544,"Seafood, Pubs, Burgers",$$,4.0,208.0
882,Hunter GO Centre,Hambrgr,"49 King William Street, Hamilton, ON L8R 1A2, Canada",+12893891212,43.25721,-79.8669,469.0326377849052,"Burgers, Beer Bar",$$,4.5,202.0
883,Hunter GO Centre,Radius,"151 James Street S, Hamilton, ON L8P 2Z5, Canada",+19053931658,43.2523512,-79.8708333,162.55553942415244,"Lounges, American (Traditional), Venues & Event Spaces",$$$,3.0,91.0
884,Hunter GO Centre,The Mule,"41 King William Street, Hamilton, ON L8R 1A2, Canada",+12893892555,43.25726,-79.86713,459.43511146874755,Mexican,$$,4.0,177.0
885,Hunter GO Centre,Sapporo Japanese Restaurant,"96 Main St E, Hamilton, ON L8N 1G3, Canada",+19055271668,43.25429,-79.866,274.2733645664566,Japanese,$$,3.5,91.0
886,Hunter GO Centre,Berkeley North,"31 King William Street, Hamilton, ON L8R 1A1, Canada",+19055225858,43.2574045478956,-79.8677145254958,464.09702901222636,"Bars, Canadian (New)",$$$,4.5,43.0
887,Hunter GO Centre,The French,"37 King William Street, Hamilton, ON L8R 1A1, Canada",+19055283737,43.25741,-79.86748,471.60151795880364,"Bistros, French",$$$,4.0,98.0
888,Hunter GO Centre,Redchurch Cafe + Gallery,"68 King Street E, Hamilton, ON L8N 1A6, Canada",+19054070459,43.25551,-79.86725,291.755542157446,Cafes,$,4.5,23.0
889,Hunter GO Centre,Bronzie's Place,"201 James Street S, Hamilton, ON L8P 3A8, Canada",+19055293403,43.2505499,-79.87143,359.648793052994,"Pizza, Italian, Salad",$$,4.5,27.0
890,Hunter GO Centre,Planted in Hamilton,"225 John Street S, Hamilton, ON L8N 2C7, Canada",+12893896676,43.2503352762455,-79.8679620207627,366.1813796630217,"Vegan, Gluten-Free, Vegetarian",$$,4.5,37.0
891,Hunter GO Centre,Burrito Boyz,"66 King Street E, Hamilton, ON L8N 1A6, Canada",+19055292699,43.2557373046875,-79.8669128417969,330.1063408087312,Mexican,$,4.0,44.0
892,Hunter GO Centre,Bon Temps,"61 Young Street, Hamilton, ON L8N 1V1, Canada",+19055237177,43.25088,-79.86872,298.2634275862124,Canadian (New),,5.0,7.0
893,Hunter GO Centre,The Works,"2 King Street W, Unit 230, Hamilton, ON L8P 1A2, Canada",+19055408500,43.2574961574363,-79.8712256690338,472.9728903052214,"Burgers, Wine Bars, Beer Bar",$$,4.0,37.0
894,Hunter GO Centre,Ajio Sushi,"161 King Street E, Hamilton, ON L8R 1J6, Canada",+19055268888,43.21798,-79.74587,466.85157716829434,"Japanese, Korean",$$,4.0,41.0
895,Hunter GO Centre,One Duke Restaurant,"1 Duke Street, Hamilton, ON L8P 1W9, Canada",+19055403853,43.25152,-79.87206,278.64075525546355,"Seafood, Canadian (New), Pizza",$$,3.5,23.0
896,Hunter GO Centre,August 8,"1 Wilson Street, Suite 12, Hamilton, ON L8R, Canada",+19055243838,43.25943,-79.86708,698.344823519367,"Japanese, Dim Sum",$$,4.0,122.0
897,Hunter GO Centre,Sagarmatha Curry Palace  Authentic Indian & Nepalese Cuisine,"43 King William Street, Hamilton, ON L8R 1A2, Canada",+19055226999,43.25725,-79.86708,466.139513321514,"Indian, Himalayan/Nepalese",$$,4.0,40.0
898,Hunter GO Centre,Kenzo,"21 King Street E, Hamilton, ON L8N 1A1, Canada",+19055776666,43.256548097485,-79.8681968450546,361.53478232376085,Ramen,,4.0,24.0
899,Hunter GO Centre,La Luna,"306 King Street W, Hamilton, ON L8P 1B1, Canada",+19055770233,43.25942165323912,-79.87848757635106,987.0907954973135,Middle Eastern,$$,4.0,63.0
900,Hunter GO Centre,The Burnt Tongue,"10 Cannon St E, Hamilton, ON L8L 1Z5, Canada",+19055361146,43.2605786,-79.8669351,820.7231532517944,"Burgers, Soup, Sandwiches",$,4.0,87.0
901,Park at Robinson,The Ship,"23 Augusta Street, Hamilton, ON L8N 1P6, Canada",+19055260792,43.25215,-79.87,402.4111196100834,"Seafood, Pubs, Burgers",$$,4.0,208.0
902,Park at Robinson,Hambrgr,"49 King William Street, Hamilton, ON L8R 1A2, Canada",+12893891212,43.25721,-79.8669,899.1080963550955,"Burgers, Beer Bar",$$,4.5,202.0
903,Park at Robinson,Bronzie's Place,"201 James Street S, Hamilton, ON L8P 3A8, Canada",+19055293403,43.2505499,-79.87143,301.3929244453026,"Pizza, Italian, Salad",$$,4.5,27.0
904,Park at Robinson,Earth To Table : Bread Bar,"258 Locke Street S, Hamilton, ON L8P 4B9, Canada",+19055222999,43.25284,-79.88702,987.2309376250873,"Pizza, Breakfast & Brunch, Salad",$$,4.0,293.0
905,Park at Robinson,Radius,"151 James Street S, Hamilton, ON L8P 2Z5, Canada",+19053931658,43.2523512,-79.8708333,340.61172970566093,"Lounges, American (Traditional), Venues & Event Spaces",$$$,3.0,91.0
906,Park at Robinson,The Mule,"41 King William Street, Hamilton, ON L8R 1A2, Canada",+12893892555,43.25726,-79.86713,881.8075061723722,Mexican,$$,4.0,177.0
907,Park at Robinson,The French,"37 King William Street, Hamilton, ON L8R 1A1, Canada",+19055283737,43.25741,-79.86748,885.0409784549679,"Bistros, French",$$$,4.0,98.0
908,Park at Robinson,One Duke Restaurant,"1 Duke Street, Hamilton, ON L8P 1W9, Canada",+19055403853,43.25152,-79.87206,241.18364471002016,"Seafood, Canadian (New), Pizza",$$,3.5,23.0
909,Park at Robinson,Berkeley North,"31 King William Street, Hamilton, ON L8R 1A1, Canada",+19055225858,43.2574045478956,-79.8677145254958,869.8719799452429,"Bars, Canadian (New)",$$$,4.5,43.0
910,Park at Robinson,The Burnt Tongue,"182 Locke Street S, Hamilton, ON L8P 4B3, Canada",+12893891156,43.2555538,-79.8858002,981.3469035553952,"Burgers, Soup, Sandwiches",$$,4.5,40.0
911,Park at Robinson,August 8,"1 Wilson Street, Suite 12, Hamilton, ON L8R, Canada",+19055243838,43.25943,-79.86708,1080.6108836218864,"Japanese, Dim Sum",$$,4.0,122.0
912,Park at Robinson,The Works,"2 King Street W, Unit 230, Hamilton, ON L8P 1A2, Canada",+19055408500,43.2574961574363,-79.8712256690338,720.7221759769471,"Burgers, Wine Bars, Beer Bar",$$,4.0,37.0
913,Park at Robinson,La Luna,"306 King Street W, Hamilton, ON L8P 1B1, Canada",+19055770233,43.25942165323912,-79.87848757635106,917.1840814801367,Middle Eastern,$$,4.0,63.0
914,Park at Robinson,Planted in Hamilton,"225 John Street S, Hamilton, ON L8N 2C7, Canada",+12893896676,43.2503352762455,-79.8679620207627,579.8364721609844,"Vegan, Gluten-Free, Vegetarian",$$,4.5,37.0
915,Park at Robinson,The Burnt Tongue,"10 Cannon St E, Hamilton, ON L8L 1Z5, Canada",+19055361146,43.2605786,-79.8669351,1189.4076623540052,"Burgers, Soup, Sandwiches",$,4.0,87.0
916,Park at Robinson,Durand Coffee,"142 Charlton Avenue W, Hamilton, ON L8P, Canada",+19053939150,43.2514262245999,-79.8788586258888,320.4246053090083,Coffee & Tea,$$,4.5,28.0
917,Park at Robinson,Sagarmatha Curry Palace  Authentic Indian & Nepalese Cuisine,"43 King William Street, Hamilton, ON L8R 1A2, Canada",+19055226999,43.25725,-79.86708,892.3375660966484,"Indian, Himalayan/Nepalese",$$,4.0,40.0
918,Park at Robinson,Ajio Sushi,"161 King Street E, Hamilton, ON L8R 1J6, Canada",+19055268888,43.21798,-79.74587,951.2755858421905,"Japanese, Korean",$$,4.0,41.0
919,Park at Robinson,Redchurch Cafe + Gallery,"68 King Street E, Hamilton, ON L8N 1A6, Canada",+19054070459,43.25551,-79.86725,754.9484913633775,Cafes,$,4.5,23.0
920,Park at Robinson,Odds Bar,"164 James Street S, Hamilton, ON L8P 3A2, Canada",+19055220164,43.25192,-79.87138,281.8685241541901,Sports Bars,,4.5,3.0
921,Main at Dalewood,Pinks,"1335 Main Street W, Hamilton, ON L8S 1C6, Canada",+19053174657,43.25750562,-79.91884597,409.5955862844195,Burgers,$,4.0,20.0
922,Main at Dalewood,Bean Bar,"1012 King Street W, Hamilton, ON L8S 1L4, Canada",+19055242326,43.262284804098,-79.905729861502,809.6138372258072,"Comfort Food, Burgers, Sandwiches",$$,3.5,93.0
923,Main at Dalewood,The Phoenix Bar & Grill,"1280 Main Street W, Hamilton, ON L8S 4K1, Canada",+19055259140,43.2627741179557,-79.9211375312163,792.5535916298641,"Pubs, Barbeque",$$,4.0,18.0
924,Main at Dalewood,Dough Box,"1457 Main Street W, Hamilton, ON L8S 1C9, Canada",+12893892050,43.2574167,-79.9239487,821.5132407951928,"Pizza, Italian",,4.0,20.0
925,Main at Dalewood,Pita Pit,"1056 King Street West, Hamilton, ON L8S 1L7, Canada",+19055297482,43.2614265,-79.9075946,631.4117223885792,Sandwiches,$,5.0,6.0
926,,,,,,,,,,,
927,Main at Dalewood,Williams Fresh Cafe,"1309 Main Street W, Unit A-2, Hamilton, ON L8S 1C5, Canada",+19055222636,43.25738,-79.9180499,344.6982876486884,"Breakfast & Brunch, Cafes",$$,2.5,19.0
928,Main at Dalewood,Pho Excellent,"1120 Main Street W, Hamilton, ON L8S 1C1, Canada",+12893890835,43.2582044,-79.9108457,235.7173258535533,"Vietnamese, Thai, Noodles",,5.0,1.0
929,Main at Dalewood,Delirious Burger,"1008 King Street W, Unit B, Hamilton, ON L8S 1L4, Canada",+19053931022,43.26243,-79.90546,835.8976005341113,"Canadian (New), Burgers",$,4.5,47.0
930,Main at Dalewood,Paisley,"1020 King Street W, Hamilton, ON L8S 1A1, Canada",+19057778100,43.262259810123,-79.905870365139,798.7725333807962,Coffee & Tea,$$,3.5,30.0
931,Main at Dalewood,Yogurty's Froyo,"1309 Main Street W, Hamilton, ON L8S 1C5, Canada",+19055252523,43.2572497825787,-79.9180890818868,354.845926022019,"Ice Cream & Frozen Yogurt, Desserts",$,3.5,9.0
932,Main at Dalewood,Caribbean Flavah,"1122 Main Street W, Hamilton, ON L8S 1C1, Canada",+12893899990,43.25829,-79.91107,231.27246365719276,"Caribbean, Soul Food",$,3.0,9.0
933,Main at Dalewood,Second Cup,"1004 King Street W, Hamilton, ON L8S 1L1, Canada",+19055404839,43.2624094,-79.9049837,863.5859082932166,Coffee & Tea,$,4.0,11.0
934,Main at Dalewood,The Arch Noodle House,"1309 Main Street W, Hamilton, ON L8S 1C5, Canada",+19055258088,43.25738,-79.9180499,344.6982876486884,Noodles,,3.0,18.0
935,Main at Dalewood,Tally Ho,"1536 Main Street W, Hamilton, ON L8S 1E4, Canada",+19055296043,43.257772597069525,-79.92407840204181,829.6971118860799,"Burgers, Fast Food, Sandwiches",$$,4.0,26.0
936,Main at Dalewood,Burrito Bandidos,"1028 King Street W, Hamilton, ON L8S 1L5, Canada",+19059729999,43.2617468,-79.9064182,729.586198229436,Mexican,$,4.0,15.0
937,Main at Dalewood,Porcelain Hotpot & Lounge,"1122 Main Street W, Hamilton, ON L8S 1C1, Canada",+12893966993,43.2582983343667,-79.911011,230.98538060128436,"Chinese, Bubble Tea, Hot Pot",,5.0,1.0
938,Main at Dalewood,OneZo Tapioca,"1045 King St W, Unit 1, Hamilton, ON L8S 1L6, Canada",+16479380228,43.2613445636246,-79.9069115146995,671.4692255588479,Bubble Tea,,4.0,9.0
939,,,,,,,,,,,
940,Main at Dalewood,The Express Italian Eatery,"1034 King Street West, Hamilton, ON L8S 1L8, Canada",+12893892008,43.2617268,-79.9065688,718.2988480074182,Italian,,3.5,17.0
941,John at Main,The Mule,"41 King William Street, Hamilton, ON L8R 1A2, Canada",+12893892555,43.25726,-79.86713,300.6197891421236,Mexican,$$,4.0,177.0
942,John at Main,Hambrgr,"49 King William Street, Hamilton, ON L8R 1A2, Canada",+12893891212,43.25721,-79.8669,300.0769818470553,"Burgers, Beer Bar",$$,4.5,202.0
943,John at Main,The Ship,"23 Augusta Street, Hamilton, ON L8N 1P6, Canada",+19055260792,43.25215,-79.87,349.3291075914431,"Seafood, Pubs, Burgers",$$,4.0,208.0
944,John at Main,The French,"37 King William Street, Hamilton, ON L8R 1A1, Canada",+19055283737,43.25741,-79.86748,320.54928410451305,"Bistros, French",$$$,4.0,98.0
945,John at Main,Ajio Sushi,"161 King Street E, Hamilton, ON L8R 1J6, Canada",+19055268888,43.21798,-79.74587,247.6290438052432,"Japanese, Korean",$$,4.0,41.0
946,John at Main,Berkeley North,"31 King William Street, Hamilton, ON L8R 1A1, Canada",+19055225858,43.2574045478956,-79.8677145254958,322.6117693178246,"Bars, Canadian (New)",$$$,4.5,43.0
947,John at Main,Sapporo Japanese Restaurant,"96 Main St E, Hamilton, ON L8N 1G3, Canada",+19055271668,43.25429,-79.866,92.75912137307994,Japanese,$$,3.5,91.0
948,John at Main,Redchurch Cafe + Gallery,"68 King Street E, Hamilton, ON L8N 1A6, Canada",+19054070459,43.25551,-79.86725,110.99826272315983,Cafes,$,4.5,23.0
949,John at Main,Radius,"151 James Street S, Hamilton, ON L8P 2Z5, Canada",+19053931658,43.2523512,-79.8708333,382.34666091984053,"Lounges, American (Traditional), Venues & Event Spaces",$$$,3.0,91.0
950,John at Main,Sagarmatha Curry Palace  Authentic Indian & Nepalese Cuisine,"43 King William Street, Hamilton, ON L8R 1A2, Canada",+19055226999,43.25725,-79.86708,301.9615600586291,"Indian, Himalayan/Nepalese",$$,4.0,40.0
951,John at Main,Burrito Boyz,"66 King Street E, Hamilton, ON L8N 1A6, Canada",+19055292699,43.2557373046875,-79.8669128417969,136.04399724847067,Mexican,$,4.0,44.0
952,John at Main,Homemade Noodles,"135 King Street E, Hamilton, ON L8N 1B2, Canada",+19057778877,43.2554837113039,-79.8649081215262,212.4126825618929,"Noodles, Chinese",,4.5,6.0
953,John at Main,August 8,"1 Wilson Street, Suite 12, Hamilton, ON L8R, Canada",+19055243838,43.25943,-79.86708,549.0661998630371,"Japanese, Dim Sum",$$,4.0,122.0
954,John at Main,The Works,"2 King Street W, Unit 230, Hamilton, ON L8P 1A2, Canada",+19055408500,43.2574961574363,-79.8712256690338,464.9194873790542,"Burgers, Wine Bars, Beer Bar",$$,4.0,37.0
955,John at Main,Kenzo,"21 King Street E, Hamilton, ON L8N 1A1, Canada",+19055776666,43.256548097485,-79.8681968450546,239.08527274106603,Ramen,,4.0,24.0
956,John at Main,Szechuan Noodle Bowl,"117 King St E, Hamilton, ON L8N 1A9, Canada",+19055228886,43.2558,-79.86579,200.87091329782695,"Chinese, Noodles, Soup",$,4.0,10.0
957,John at Main,Diplomat,"43 King William Street, Hamilton, ON L8R 1A2, Canada",+19055234343,43.2572440040624,-79.8670820519328,301.9507851669182,"Venues & Event Spaces, Canadian (New)",$$$,4.0,22.0
958,John at Main,Lulu's Shawarma,"32 John Street N, Hamilton, ON L8R 1H3, Canada",+19055214848,43.25692,-79.86584,277.0868497153572,"Salad, Middle Eastern, Mediterranean",$,4.0,36.0
959,John at Main,Charred Chicken,"244 James Street N, Hamilton, ON L8R 2L2, Canada",+12893960662,43.2627364,-79.8663839,914.8477987083141,Barbeque,$$,4.0,118.0
960,John at Main,Shakespeare's Steak and Seafood,"181 Main Street E, Hamilton, ON L8N 1H2, Canada",+19055280689,43.25372,-79.86234,403.9101969634248,"Seafood, Steakhouses",$$$,4.0,21.0
961,Stadium,Caro Restaurant and Bar,"4 Ottawa Street N, Hamilton, ON L8H 3Y7, Canada",+19053124545,43.242741,-79.819429,1380.1531830116467,"Italian, Bars",,4.5,44.0
962,Stadium,Festival Café,"1013 King St E, Hamilton, ON L8M 1C9, Canada",+12893898244,43.25064,-79.83303,183.8293760005509,"Southern, Chicken Shop, Burgers",,4.5,5.0
963,Stadium,Purple Pear,"946 Barton Street E, Hamilton, ON L8E 5H3, Canada",+19055277179,43.2530719,-79.8232905,672.0050387029387,"Seafood, Steakhouses",$$$,4.5,19.0
964,Stadium,541 Eatery & Exchange,"541 Barton Street E, Hamilton, ON L8L 2Z2, Canada",+12893890541,43.2582480392112,-79.842354356135,1157.242411198928,Cafes,$,4.5,42.0
965,Stadium,Vintage Coffee Roasters,"977 King Street E, Hamilton, ON L8M 1C3, Canada",+14169387951,43.2513629586151,-79.8354656859877,335.0406761709811,Coffee Roasteries,$,5.0,9.0
966,,,,,,,,,,,
967,Stadium,Shorty's Pizza,"1099 Cannon Street E, Hamilton, ON L8L 2J6, Canada",+19053129293,43.2485677,-79.8215868,857.2927243465543,Pizza,,4.0,19.0
968,Stadium,The Capitol Bar,"973 King Street E, Hamilton, ON L8M 1C3, Canada",+12893891001,43.2524498575984,-79.8355290090636,351.48272523042186,Bars,,4.5,5.0
969,,,,,,,,,,,
970,Stadium,Tall Tree Sandwich Company,"1000 King St E, Hamilton, ON L8M 1C8, Canada",+12892469233,43.2504992943596,-79.8334889923641,213.50258136865028,"Sandwiches, Juice Bars & Smoothies",,5.0,1.0
971,Stadium,Canadian Football Hall of Fame,"64 Melrose Avenue N, Level 4, Hamilton, ON L8L 8C1, Canada",+19055287566,43.2522552768681,-79.8312638327479,71.51379474338111,Museums,,4.0,1.0
972,Stadium,Mikey's Cream Pies,"775 Barton Street East, Hamilton, ON L8L 3A9, Canada",+19055453777,43.25544665758387,-79.83158758966971,426.5476901623312,Bakeries,,5.0,4.0
973,Stadium,Tim Hortons,"65 Ottawa Street N, Hamilton, ON L8J 3Y9, Canada",+19055444515,43.24459059459487,-79.81917363757978,1257.6054736312562,"Coffee & Tea, Bakeries",$,4.0,12.0
974,Stadium,Mimi’s Asian Gourmet,"971 King Street E, Hamilton, ON L8M 1C3, Canada",+19053129888,43.2514005,-79.8356242,347.52413562983804,"Pan Asian, Thai, Malaysian",,4.0,1.0
975,Stadium,Karlik Pastry,"762 Barton Street E, Hamilton, ON L8L 3B1, Canada",+19055442730,43.25524,-79.83214,408.46608255315846,Bakeries,,4.5,4.0
976,Stadium,Gage Park Diner,"975 Main Street E, Hamilton, ON L8M 1N2, Canada",+12893898333,43.24506,-79.82929,746.8558185638645,"Diners, Breakfast & Brunch, American (Traditional)",$$,4.0,7.0
977,Stadium,Golden Tenders,"1150 King Street E, Hamilton, ON L8M 1E8, Canada",+13653668108,43.247855,-79.829075,463.09110848901923,"Fast Food, Southern",,5.0,1.0
978,Stadium,Hi-Line Centre Pizza & Wings,"1150 King Street E, Hamilton, ON L8M 1E8, Canada",+19055457444,43.24771,-79.82858,463.09110848901923,Pizza,$,2.5,11.0
979,Stadium,The Taco Station,"Hamilton, ON L8M 3C3, Canada",+19055431414,43.24752,-79.82975,465.96698773980336,"Mexican, Food Trucks",,3.0,4.0
